Statement,Label,cleaned_text
"Last week, the Supreme Court reversed a century of law that I believe will open the floodgates for special interests including foreign corporations to spend without limit in our elections.",False,last week suprem court revers centuri law believ open floodgat special interest includ foreign corpor spend without limit elect
Says Texas colleges and universities may opt to allow guns on campuses.,True,say texa colleg univers may opt allow gun campus
The vast majority of minimum wage workers get a raise within a year.,True,vast major minimum wage worker get rais within year
"I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.",False,im predict saint go undef way super bowl someth that never done
"We have one of the most expensive General Assemblies, per capita, in the entire country.",True,one expens gener assembl per capita entir countri
"Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs.",True,sinc famou day februari governor campaign barack obama behalf stimulu program floridian lost job
"Barack Obama's health care plan ""would leave 15 million Americans out.""",True,barack obama health care plan would leav million american
"Says of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted.",True,say peopl deni firearm due fail background check prosecut
The health care numbers are going up.,False,health care number go
While I was mayor of the city of Providence we had the lowest crime rate in 30 years.,True,mayor citi provid lowest crime rate year
Weve spent $6 trillion on the wars in the Middle East.,True,weve spent trillion war middl east
Says proponents of a bond package for the Austin school district say the district has the second-lowest bond tax rate among the Central Texas area school districts.,True,say propon bond packag austin school district say district secondlowest bond tax rate among central texa area school district
"400,000 Oregonians have gained access to health care through the Affordable Care Act.",True,oregonian gain access health care afford care act
"20,000 Kansans lost their health insurance because of (Obamacare).",False,kansan lost health insur obamacar
"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments.""",False,us govern sign un treati convent arm us citizen subject gun law creat foreign govern
"Drilling in ANWR would have minimal impact, covering only ""2,000 out of 20-million acres.""",True,drill anwr would minim impact cover million acr
Warren Buffett recently said Scrap Obamacare and Start All Over.,False,warren buffett recent said scrap obamacar start
"When Georgia tightened its voter identification laws, the state sent a van and photographer to the homes of people who needed photo IDs and made them for free.",False,georgia tighten voter identif law state sent van photograph home peopl need photo id made free
"Over 40 of our 100 (House of) Delegates seats go uncontested every year, and over 40 percent of our state senate seats go uncontested every year.",True,hous deleg seat go uncontest everi year percent state senat seat go uncontest everi year
Says Jeanne Shaheen voted to pave the way for a new national energy tax.,False,say jeann shaheen vote pave way new nation energi tax
"Since Obamacare became law, most of our new jobs have been part-time jobs.",False,sinc obamacar becam law new job parttim job
"Says that in Ohio right now, you could be 8 months pregnant and have an abortion for no reason.",True,say ohio right could month pregnant abort reason
We have killed lots of innocent people in the state of Texas.,False,kill lot innoc peopl state texa
"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.",True,state still legal deni woman coverag she victim domest violenc
"Of every three dollars in food stamps for the needy, seven dollars in salaries and pensions (go to) the bureaucrats who are supposed to be taking care of the poor.",False,everi three dollar food stamp needi seven dollar salari pension go bureaucrat suppos take care poor
"Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.",False,former alaska governor sarah palin right presid barack obama health care bill creat would effect death panel
Bill McCollum has accepted thousands from lobbyists for Planned Parenthood.,False,bill mccollum accept thousand lobbyist plan parenthood
"Cap and trade legislation that Zack Space supported would cost the average household approximately $1,761 per year in increased energy rates.",False,cap trade legisl zack space support would cost averag household approxim per year increas energi rate
The Declaration of Independence was written on paper made out of hemp.,False,declar independ written paper made hemp
Jason Carters plan: increase spending by $12.5 billion.,False,jason carter plan increas spend billion
"Dan Seals has been running for office since before there were, like, iPods.",False,dan seal run offic sinc like ipod
Whales live as long at SeaWorld as they do in the wild.,True,whale live long seaworld wild
Women earn only 77 cents for every dollar earned by men in the same position.,False,women earn cent everi dollar earn men posit
The Miami Dolphins are the only NFL team in the entire nation that pays property taxes.,False,miami dolphin nfl team entir nation pay properti tax
Says Texas legislators in 2011 increased state spending on education.,False,say texa legisl increas state spend educ
"While many of his colleagues turned down a $2,500 pay raise ... (Jeff) Plale pocketed the extra money.",True,mani colleagu turn pay rais jeff plale pocket extra money
U.S. Sen. Kay Bailey Hutchison has voted nine separate times to raise the national debt ceiling.,True,us sen kay bailey hutchison vote nine separ time rais nation debt ceil
Things went wrong with the Medicare prescription D plan that George Bush rolled out.,True,thing went wrong medicar prescript plan georg bush roll
Child care costs in some states now exceed the average price tag for college tuition.,True,child care cost state exceed averag price tag colleg tuition
U.S. Senate candidate Michelle Nunn has avoided taking a stand on Obamacare.,True,us senat candid michel nunn avoid take stand obamacar
There is debate among constitutional scholars about whether the First Amendment will continue to protect faith leaders from being forced to perform marriages against their religious beliefs.,False,debat among constitut scholar whether first amend continu protect faith leader forc perform marriag religi belief
"Last year, American oil production reached its highest level since 2003.",True,last year american oil product reach highest level sinc
The head of the FBI has told Congress they cannot vet those (Syrian) refugees.,False,head fbi told congress cannot vet syrian refuge
[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.,False,eightyf percent fund collect counti redistribut elsewher spent counti collect
Weve rebuilt China.,True,weve rebuilt china
Say the ratio of CEO pay to average worker pay in the U.S. is 475 to 1.,False,say ratio ceo pay averag worker pay us
"In the year 2013, the Obama administration released 104,000 criminal illegal aliens. They released 196 murderers people with homicide convictions, who are here illegally.",True,year obama administr releas crimin illeg alien releas murder peopl homicid convict illeg
"More than 100,000 women in Texas have attempted to self-induce abortion in the past year alone.",False,women texa attempt selfinduc abort past year alon
"Says Missouri families earning power is about $5,000 less today than it was at the turn of the century.",True,say missouri famili earn power less today turn centuri
The platform of the Republican Party says deport everybody and to hell with it.,False,platform republican parti say deport everybodi hell
Says MarcoRubio voted to slash school funding by billions of dollars and would eliminate the Department of Education.,True,say marcorubio vote slash school fund billion dollar would elimin depart educ
14 percent of noncitizens are registered to vote.,False,percent noncitizen regist vote
Redskins is used historically as a term of respect.,False,redskin use histor term respect
"Says that in three legislative sessions, his proposals opening pre-kindergarten to all Texas 4-year-olds never got heard or voted out of committee.",True,say three legisl session propos open prekindergarten texa yearold never got heard vote committe
Seven of the 10 school districts with the lowest graduation rate for African-American boys in the country are in Florida.,True,seven school district lowest graduat rate africanamerican boy countri florida
"\u201CThirty-four percent of Hispanics don\u2019t have any health care at all, don\u2019t have any health insurance.\u201D",True,ucthirtyfour percent hispan donut health care donut health insuranceud
"Says when New Jersey adopted guaranteed coverage and cost provisions without a mandate individual health insurance market rates doubled or tripled and enrollment dropped from 180,000 people to 80,000 people.",True,say new jersey adopt guarante coverag cost provis without mandat individu health insur market rate doubl tripl enrol drop peopl peopl
Says PolitiFact has said he kept a campaign promise to toughen ethics rules.,True,say politifact said kept campaign promis toughen ethic rule
Says Milwaukee County Executive Chris Abele is a billionaire.,False,say milwauke counti execut chri abel billionair
Florida high schools are four out of the top 10 in the entire United States.,True,florida high school four top entir unit state
On supporting the eventual Republican presidential nominee,True,support eventu republican presidenti nomine
State employees will have to pay 100 percent of their pensions and health insurance after 2012.,False,state employe pay percent pension health insur
It used to be that the only children at school who werent vaccinated were those who had true medical conditions. Now there are 19 states that allow personal belief exemptions.,True,use children school werent vaccin true medic condit state allow person belief exempt
The state bureaucracy Jane Norton managed grew by $43 million in just three years.,True,state bureaucraci jane norton manag grew million three year
Says a pro-Democratic ad is false for saying that he allowed two disgraced staffers in 2012 to resign.,False,say prodemocrat ad fals say allow two disgrac staffer resign
Members of Congress did not have three days to read the bill when the stimulus was rushed into law.,True,member congress three day read bill stimulu rush law
"Says U.S. Rep. Sean Duffy is among seven Tea Party freshmen who spent an average of $15,000 on cars for themselves.",False,say us rep sean duffi among seven tea parti freshmen spent averag car
On advancing state money for a Formula One race,False,advanc state money formula one race
The 2006 Massachusetts health care law has added (only) about 1 percent to our state budget.,True,massachusett health care law ad percent state budget
They talk about this problem with binding arbitration. It doesnt make a lot of sense to me to have somebody from Los Angeles fly into Zanesville and impose a wage settlement on you ... and then theyre on the plane back to Los Angeles.,False,talk problem bind arbitr doesnt make lot sens somebodi lo angel fli zanesvil impos wage settlement theyr plane back lo angel
"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.",False,us govern predict paper would come hemp tree would need cut
Says Mitt Romney has put forward a plan that would cut taxes for millionaires while raising them for the middle class.,True,say mitt romney put forward plan would cut tax millionair rais middl class
I started with a $3.7 billion budget deficit. Now we are projecting a $1.2 billion surplus.,True,start billion budget deficit project billion surplu
Says the states new collective bargaining law effectively eliminates police unions ability to negotiate.,True,say state new collect bargain law effect elimin polic union abil negoti
On changing the rules for filibusters on presidential nominees,False,chang rule filibust presidenti nomine
"(Newt Gingrich) voted in favor of establishing the Department of Education, and yet he gets in a debate and says we should get rid of the Department of Education and send all the education issues back to the states.",True,newt gingrich vote favor establish depart educ yet get debat say get rid depart educ send educ issu back state
"(Mary) Burke was a senior member of the Doyle administration that left Wisconsin with 130,000 fewer jobs.",False,mari burk senior member doyl administr left wisconsin fewer job
Our last budget committed the highest level of need-based financial aid in state history.,True,last budget commit highest level needbas financi aid state histori
Independent voters have a ten-point margin in favor of Mitt Romney right now.,True,independ voter tenpoint margin favor mitt romney right
China is going to have twice the number of submarines we have in just over a decade.,True,china go twice number submarin decad
Senate immigration legislation is the Obama-Reid plan to give illegal immigrants amnesty.,False,senat immigr legisl obamareid plan give illeg immigr amnesti
In about three weeks over a half million Floridians are going to lose their coverage again through Obamacare.,True,three week half million floridian go lose coverag obamacar
"Says Romney tax plan could take away middle-class deductions for child care, mortgages and college tuition.",False,say romney tax plan could take away middleclass deduct child care mortgag colleg tuition
Ive been through four campaigns and have not done any negative campaigning.,True,ive four campaign done neg campaign
Up to 80 percent of small businesses will be forced to give up their current plans due to new Obamacare regulations.,True,percent small busi forc give current plan due new obamacar regul
Tea Party Congressman Frank Guinta voted for billions in cuts to veterans programs.,False,tea parti congressman frank guinta vote billion cut veteran program
"Says Hillary Clinton wrote,I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.",False,say hillari clinton wrotei believ primari role state teach train rais children parent secondari role
"Since 1978, California has spent $5 billion to put 13 people to death.",False,sinc california spent billion put peopl death
The economy always does better when theres a Democrat in the White House.,True,economi alway better there democrat white hous
"U.S. forces in Iraq and Afghanistan include a ""few thousand that are still green card holders who are not even citizens of this country.""",True,us forc iraq afghanistan includ thousand still green card holder even citizen countri
On support for Ted Cruz,True,support ted cruz
Obamacare was patterned after (Mitt Romneys) plan in Massachusetts.,True,obamacar pattern mitt romney plan massachusett
Georgia has some of the best maintained roads in America.,True,georgia best maintain road america
The Paul Ryan budget proposal would leave the country without Medicare.,False,paul ryan budget propos would leav countri without medicar
A national organization says Georgia has one of Americas toughest ethics laws.,False,nation organ say georgia one america toughest ethic law
Americas wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of total income taxes.,True,america wealthiest percent pay percent total incom tax wealthiest percent pay percent total incom tax
We dont take a dime from D.C. lobbyists or special-interest PACs -- never have and never will.,True,dont take dime dc lobbyist specialinterest pac never never
Sen. (Richard) Burr voted no on the Violence Against Women Act.,True,sen richard burr vote violenc women act
"Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.",True,within three mile surround univers circl area infant mortal exce third world countri
"In the past four years, (the U.S. Senate) has only passed nine out of 48 appropriation bills.",True,past four year us senat pass nine appropri bill
Human activity is not causing these dramatic changes to our climate.,False,human activ caus dramat chang climat
Most of the Bush tax cuts went to people in the top 3 percent of this country.,True,bush tax cut went peopl top percent countri
"About 750,000 people die in China each year from auto emissions.",False,peopl die china year auto emiss
Florida has reduced its carbon emissions by 20 percent since 2005.,True,florida reduc carbon emiss percent sinc
"In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers expense, holding press conferences, delivering $2,325,000 in checks.",False,three day last week gov rick perri flew five citi taxpay expens hold press confer deliv check
Says Scott Brown voted to reward companies to ship jobs overseas.,True,say scott brown vote reward compani ship job oversea
The richest 1 percent have more financial wealth than the bottom 95 percent combined.,True,richest percent financi wealth bottom percent combin
Mary Landrieu voted to take away your gun rights.,False,mari landrieu vote take away gun right
Says hesecured the highest possible bond rating for the city of Tampa.,True,say hesecur highest possibl bond rate citi tampa
"Says Connie Macks Penny Plan would cut over $200 billion out of Medicare, over $1 trillion out of Social Security. ... $3 trillion out of defense.",True,say conni mack penni plan would cut billion medicar trillion social secur trillion defens
Says a Lubbock terror suspects alleged plan to use baby dolls to conceal chemical explosives is similar to a 1995 plot to blow up 12 jumbo jets over the Pacific Ocean.,True,say lubbock terror suspect alleg plan use babi doll conceal chemic explos similar plot blow jumbo jet pacif ocean
"Says a recent study shows Florida students are second in the world in fourth grade reading, behind Singapore.",True,say recent studi show florida student second world fourth grade read behind singapor
Says President Barack Obama has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.,False,say presid barack obama environment protect agenc propos would rais price gasolin cent gallon
Appalachian Power Company is making record profits.,False,appalachian power compani make record profit
"For the first time in 35 years, we have more businesses closing than starting.",True,first time year busi close start
"According to The Book of Revelations the anti-christ ... will be a man, in his 40s, of MUSLIM descent ... is it OBAMA??",False,accord book revel antichrist man muslim descent obama
The Texas Constitution still contains Jim Crow provisions about the poll tax and restrictions on women having the right to vote.,False,texa constitut still contain jim crow provis poll tax restrict women right vote
"With the exception of slavery and the Chinese Exclusion Act, our laws have never barred persons from becoming citizens.",True,except slaveri chines exclus act law never bar person becom citizen
"If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""",True,voter agre novemb approv onec sale tax increas give hillsborough counti highest sale tax florida counti
Says Donald Trump has written 10 checks to Hillary Clinton and four of those checks were not to her Senate campaign. It was to her presidential campaign.,True,say donald trump written check hillari clinton four check senat campaign presidenti campaign
Says President Bill Clinton did not sign NAFTA.,False,say presid bill clinton sign nafta
Says Gov. Scott Walker cut aid to local schools despite campaigning on trying to restore two-thirds state funding for education,True,say gov scott walker cut aid local school despit campaign tri restor twothird state fund educ
On support for U.S. Rep. Paul Ryans Medicare reform plan,True,support us rep paul ryan medicar reform plan
"For 21 countries in Sub-Saharan Africa, we simply do not have data to say anything about trends in poverty.",True,countri subsaharan africa simpli data say anyth trend poverti
"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do.",False,health reform give everi american opportun buy health insur way member congress
"Donald Trump rooted for the housing crisis, because he knew he could make money off of it.",True,donald trump root hous crisi knew could make money
The Free Flow of Information Act of 2009 would guarantee Barack Obama will never be held accountable for producing forged birth documents.,False,free flow inform act would guarante barack obama never held account produc forg birth document
Wisconsin ranks 48th out of all 50 states in venture capital investment.,False,wisconsin rank th state ventur capit invest
"The CDC is spending money on things like jazzercise, urban gardening and massage therapy that could be redirected to Ebola.",False,cdc spend money thing like jazzercis urban garden massag therapi could redirect ebola
"When I was fighting against cap and trade, the speaker was sitting down with Nancy Pelosi on a sofa encouraging it.",True,fight cap trade speaker sit nanci pelosi sofa encourag
Savannah is home to the fastest-growing port in the nation.,True,savannah home fastestgrow port nation
If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.,True,feder licens gun dealer licens revok youv engag misconduct entir inventori prevail law deem person collect sell free background check
"In the past year, Floridians, not government, created almost 135,000 new private sector jobs. We netted more than 120,000 total jobs in the first 11 months of 2011; the third most of any state in the nation.",True,past year floridian govern creat almost new privat sector job net total job first month third state nation
"Says that when Republicans held Congress and the presidency, they doubled the size of the (U.S.) Department of Education.",True,say republican held congress presid doubl size us depart educ
"My friend, we have increased the size of government by some 40 percent just in the last few years.",True,friend increas size govern percent last year
"In New York, when she ran for reelection, she carried 58 of our 62 counties. George Bush had won 40 counties in New York just two years earlier.",True,new york ran reelect carri counti georg bush counti new york two year earlier
Wisconsin is 38th in the country in terms of proficiency standards in student testing.,True,wisconsin th countri term profici standard student test
Says that Sarah Palin and Craig Huey would ban a womans right to choose in every case,True,say sarah palin craig huey would ban woman right choos everi case
"Six years after unionization, 20,000 fewer children in Illinois were being served by the Child Care and Development Fund program.",False,six year union fewer children illinoi serv child care develop fund program
A government report shows that alternatives to the Keystone XL pipeline are worse for the environment.,True,govern report show altern keyston xl pipelin wors environ
"John McCain and George W. Bush want to spend ""a trillion dollars in Iraq over the next 10 years.""",True,john mccain georg w bush want spend trillion dollar iraq next year
"Says Justice Elena Kagan recused herself in many cases where she had little role as solicitor general, simply because of the appearance of a conflict of interest.",True,say justic elena kagan recus mani case littl role solicitor gener simpli appear conflict interest
Democrats rang up a $1.42 trillion budget deficit in 2009 the single largest in American history.,True,democrat rang trillion budget deficit singl largest american histori
Common Core expects English teachers to spend at least half of their reading instructional time at every grade level on informational texts.,False,common core expect english teacher spend least half read instruct time everi grade level inform text
"If they made no changes whatsoever, the [state employees pension] plan still had enough money to go forward for approximately the next 16 years.",False,made chang whatsoev state employe pension plan still enough money go forward approxim next year
Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly.,False,say old wive stori margaret thatcher told georg hw bush go wobbl
"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill.",False,oil compani havent touch million acr alreadi right drill
Says President Barack Obama failed to stand up for the bipartisan debt solutions of the Simpson-Bowles Commission.,False,say presid barack obama fail stand bipartisan debt solut simpsonbowl commiss
"Phoenix, Arizona, Im told, is now the No. 2 kidnapping capital in the world, right behind Mexico City.",False,phoenix arizona im told kidnap capit world right behind mexico citi
Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.,False,congresswoman kathi castor vote spend million teach prostitut china drink respons
On the main GOP presidential debate:Not one candidate on the debate stage has military experience,True,main gop presidenti debatenot one candid debat stage militari experi
"As governor, Mike Huckabee supported higher income taxes, sales taxes, gas taxes, grocery taxes, tobacco taxes, beer taxes, Internet taxes, nursing home bed taxes.",True,governor mike huckabe support higher incom tax sale tax ga tax groceri tax tobacco tax beer tax internet tax nurs home bed tax
"As a percentage of gross domestic product, we are reducing nondefense discretionary spending to its lowest level since the '60s, lower than it was under Reagan, lower than it was under Clinton, lower than it was under Bush, or both Bushes.",False,percentag gross domest product reduc nondefens discretionari spend lowest level sinc lower reagan lower clinton lower bush bush
Says Donald Trump supports the Wall Street bailout.,True,say donald trump support wall street bailout
Georgia is one of three states that effectively have no regulations whatsoever on lobbyists giving to legislators.,True,georgia one three state effect regul whatsoev lobbyist give legisl
"Live cats have holes drilled into their skulls, posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.",True,live cat hole drill skull post put head coil put eye ear cut intent deafen starv uwmadison lab research improv hear human
"Says Ron Johnson is benefiting from several super PACs, I am not.",False,say ron johnson benefit sever super pac
"One international flight a day in a wide-bodied jet ... one flight daily generates $150 million a year and approximately 2,300 jobs.",True,one intern flight day widebodi jet one flight daili gener million year approxim job
I didnt raise taxes once.,False,didnt rais tax
"Mitt Romney did not endorse Ted Cruz, even though he said he is voting for Cruz and urged others to do likewise.",True,mitt romney endors ted cruz even though said vote cruz urg other likewis
"Says the health care law rations care, like systems in Canada and Great Britain.",False,say health care law ration care like system canada great britain
Oregon is spending $10 million advertising Obamacare with ads that dont even mention the program and how to enroll in it and that dont mention the word insurance.,False,oregon spend million advertis obamacar ad dont even mention program enrol dont mention word insur
"Says the Treasury Department says 41 percent of all business income reported on individual returns would be hit by the [millionaires] surtax that would harm small businessmen and women, the very people we are counting on to create new jobs.",False,say treasuri depart say percent busi incom report individu return would hit millionair surtax would harm small businessmen women peopl count creat new job
"I led the fight to require the Coast Guard to buy their engines from us, not foreign companies.",False,led fight requir coast guard buy engin us foreign compani
"On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court.",False,sandra day oconnor think one reason good judg judici experi join suprem court
Says PolitiFact says Amendment 4 will force counties and cities across Florida to raise taxes and fees.,False,say politifact say amend forc counti citi across florida rais tax fee
"In Massachusetts, half of the primary care doctors are not accepting new patients.",True,massachusett half primari care doctor accept new patient
"He took on special interests and won, passing the toughest ethics law yet.",True,took special interest pass toughest ethic law yet
Says U.S. Rep. Steve Southerland voted himself health care for life.,False,say us rep steve southerland vote health care life
A proposed San Antonio ordinance will allow men into womens restrooms in the city.,False,propos san antonio ordin allow men women restroom citi
John Cornyn backed his pal David Dewhurst for the U.S. Senate over Ted Cruz.,False,john cornyn back pal david dewhurst us senat ted cruz
"Since 1999, 440 people have been killed in attacks on church property in the United States.",False,sinc peopl kill attack church properti unit state
Says Scott Walker runs a state government that bans employees from talking about climate change.,False,say scott walker run state govern ban employe talk climat chang
"As a state senator, he (Obama) even refused to support a measure to stop sex businesses from opening near schools or places of worship!",True,state senat obama even refus support measur stop sex busi open near school place worship
We could cut unemployment in half simply by reclaiming the jobs taken by illegal workers.,False,could cut unemploy half simpli reclaim job taken illeg worker
"We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.",True,sixth year recoveri median incom start recoveri
The unemployment rate for folks whove never gone to college is almost double what it is for those who have.,True,unemploy rate folk whove never gone colleg almost doubl
"Under the federal Controlled Substance Act, marijuana is listed in the same Schedule I as heroin, even though marijuana is not a killer drug like heroin.",True,feder control substanc act marijuana list schedul heroin even though marijuana killer drug like heroin
"As a result of Obamacare, we are becoming something of a part-time employment country.",False,result obamacar becom someth parttim employ countri
"Oregon Rep. Tina Kotek, D-Portland, has never held a job nor run a business",False,oregon rep tina kotek dportland never held job run busi
Its estimated we leave somewhere north of $350 billion a year - thats billion - a year on the table uncollected because IRS doesnt have the resources.,True,estim leav somewher north billion year that billion year tabl uncollect ir doesnt resourc
"The Rev. Wright compared ""the United States Marine Corps with Roman legionnaires who were responsible for the death of our Savior.""",True,rev wright compar unit state marin corp roman legionnair respons death savior
Says Nevada state Sen. Michael Roberson forced Common Core for Nevada schools.,True,say nevada state sen michael roberson forc common core nevada school
"In 2011, our state-run lottery funded New Jersey classrooms by over $930 million.",True,staterun lotteri fund new jersey classroom million
"Social Security was advocated in the 1930s as a way of getting people to quit working, because they thought we were confined to a permanent scarcity of jobs in this country.",False,social secur advoc way get peopl quit work thought confin perman scarciti job countri
I didn't say it doesn't really matter whether Gore or Bush is president.,False,didnt say doesnt realli matter whether gore bush presid
"There isnt a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.",True,isnt singl texa legisl age even though millenni make percent elector texa
"Langevin votes the party line about 98 percent of the time.""",True,langevin vote parti line percent time
"Says that in 2008, President Barack Obama said normalization with Cuba would first require liberation of all political prisoners and some basic steps toward freedom, including freedom of the press, political parties, labor unions.",True,say presid barack obama said normal cuba would first requir liber polit prison basic step toward freedom includ freedom press polit parti labor union
The United States currently has the highest corporate tax rate in the world.,True,unit state current highest corpor tax rate world
I finished the controversyabout wherePresident Barack Obama was born.,False,finish controversyabout wherepresid barack obama born
"There is no $30 million pot of money for redistricting issues, including defending redistricting lawsuits. Your tax dollars are not being spent on anything like that.",False,million pot money redistrict issu includ defend redistrict lawsuit tax dollar spent anyth like
"Georgia has had 12 school shootings in the two years since the mass killing at Sandy Hook Elementary School, more than any other state.",False,georgia school shoot two year sinc mass kill sandi hook elementari school state
"If you are going to kill the families of terrorists, realize that theres something called the Geneva Convention were going to have to pull out of.",True,go kill famili terrorist realiz there someth call geneva convent go pull
David Perdue opposes laws that provide equal pay protections for women.,False,david perdu oppos law provid equal pay protect women
"A quarter of our workers make $18,000 per year.",True,quarter worker make per year
"Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment.",True,twentythre million american suffer addict get treatment
"Reconciliation was used ""for tax cuts for the rich twice under Bush.""",True,reconcili use tax cut rich twice bush
"We had an agreement that the president could have signed that would have kept 10,000 troops in Iraq.",False,agreement presid could sign would kept troop iraq
We dont show people playing these games. We dont show them winning playing the video lottery games.,False,dont show peopl play game dont show win play video lotteri game
Weve got the highest corporate tax rate in the world.,True,weve got highest corpor tax rate world
"The states tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009.",False,state tax burden accord censu figur releas today cost state anoth resid
Nonpartisan government analysts say Obamacare will cost our economy up to 2.5 million jobs.,False,nonpartisan govern analyst say obamacar cost economi million job
"A gas tax holiday ""would at best provide 30 cents a day for three months for a grand total of $28.""",True,ga tax holiday would best provid cent day three month grand total
Says recent polls show Americans agree with Republicans that the federal debt ceiling should not be raised and the debt and deficit should be dealt with mostly by cutting spending.,True,say recent poll show american agre republican feder debt ceil rais debt deficit dealt mostli cut spend
New business startups are at the lowest levels in 30 years.,True,new busi startup lowest level year
"Florida is one of the few states that has actually had a narrowing of the achievement gap based on income, or based on race or ethnicity.",True,florida one state actual narrow achiev gap base incom base race ethnic
Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.,False,say ken cuccinelli support law could allow peopl carri missil launcher airport
Says that U.S. Sen. Marco Rubio says troops are leaving Iraq too fast.,True,say us sen marco rubio say troop leav iraq fast
Medicare has spent $172 million on penis pumps in the last five years at $360 a pop.,True,medicar spent million peni pump last five year pop
"Ted Strickland stands in lockstep with Hillary Clinton and the abortion lobby in their desire to force Americans to pay for abortion on demand, up until the moment of birth, with their taxpayer dollars.",False,ted strickland stand lockstep hillari clinton abort lobbi desir forc american pay abort demand moment birth taxpay dollar
Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.,True,say top percent incom earner pay nearli percent feder tax
Most of the U.S. Senate is comprised of multimillionaires.,True,us senat compris multimillionair
Far more children died last year drowning in their bathtubs than were killed accidentally by guns.,False,far children die last year drown bathtub kill accident gun
"In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations.",True,last two year super pac rais million roughli half come fewer superrich peopl roughli percent corpor
House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries.,False,hous republican requir use styrofoam cup hous cafeteria part koch industri
"ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees.",False,isi right crucifi christian iraq liter nail christian tree
"Research found that over the course of the existence of the Brady Bill ban, the use of assault weapons in crimes decreased by two thirds.",True,research found cours exist bradi bill ban use assault weapon crime decreas two third
I have a record on the environment of creating green energy ... taking trash and turning it into cash.,True,record environ creat green energi take trash turn cash
"Tyler Perrys plan to turn a majority of the former Fort McPherson into a film and television studio is expected to add over 8,000 new jobs to Atlanta.",True,tyler perri plan turn major former fort mcpherson film televis studio expect add new job atlanta
The Dallas Cowboys cant put a sticker on their helmets for the 5 police officers who were killed.,True,dalla cowboy cant put sticker helmet polic offic kill
Richmond teachers have not gotten a raise for almost 10 years.,False,richmond teacher gotten rais almost year
"When the NECAP proficiency test is re-given to the kids the second and third time, harder questions are taken out.",True,necap profici test regiven kid second third time harder question taken
The fastest-rising expense in the U.S. Defense Department is health care.,True,fastestris expens us defens depart health care
"Wisconsin state and local government workers pay $500, $600 or in some cases, $1,000 per year in union dues.",True,wisconsin state local govern worker pay case per year union due
"When you get a commercial pilots license, you learn to communicate in English no matter where you are in the world.",True,get commerci pilot licens learn commun english matter world
"25,000 businesses have been created since (Scott) Walker took office.",False,busi creat sinc scott walker took offic
Texas is growing twice as fast as the rest of the country.,True,texa grow twice fast rest countri
On the importance of an independent voting record,False,import independ vote record
A 50-50 public-private split for paying for a new Milwaukee Bucks arena would be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country.,True,publicpriv split pay new milwauke buck arena would much better term portion public financ arena project done around countri
Right-to-work states have higher rates of income growth.,True,righttowork state higher rate incom growth
"Americas gun-related homicide rate would be about the same as Belgiums if you left out California, Illinois, D.C. and New Jersey, places with some of the strictest gun control laws in the U.S.",False,america gunrel homicid rate would belgium left california illinoi dc new jersey place strictest gun control law us
There are more pain clinics in Broward County than there are McDonalds in Broward County.,True,pain clinic broward counti mcdonald broward counti
"Says military commanders have said that if Donald Trump were elected, they would not follow his orders.",False,say militari command said donald trump elect would follow order
